Date,Expiry_call,En_Date_call,Instrument Type_call,Capital_call,Entry_Time_call,Ce_En_Date_call,Ce_Ex_Date_call,Atm_Strike_call,Ticker_Ce_Short_call,Ticker_otm_Ce_Long_call,Ticker_itm_Ce_Long_call,Ce_Short_Strike_call,Ce_otm_Long_Strike_call,Ce_itm_Long_Strike_call,Ce_Short_En_Price_call,Ce_Short_Ex_Price_call,Ce_otm_Long_En_Price_call,Ce_otm_Long_Ex_Price_call,Ce_itm_Long_En_Price_call,Ce_itm_Long_Ex_Price_call,Ce_Exit Time_call,Ce_Exit_Reason_call,Ce_Stop_Loss_call,Ce_Total_Premium_Received_call,Ce_Target_call,Ce_Max_Profit_call,Ce_Max_Loss_call,Ce_Total_PnL_call,Ce_ATM_Delta_Entry_call,Ce_ITM_Delta_Entry_call,Ce_OTM_Delta_Entry_call,Ce_ATM_Delta_Exit_call,Ce_ITM_Delta_Exit_call,Ce_OTM_Delta_Exit_call,Ticker_Pe_Short_call,Ticker_otm_Pe_Long_call,Ticker_itm_Pe_Long_call,Pe_En_Date_put,Pe_Ex_Date_put,Ticker_Pe_Short_put,Ticker_otm_Pe_Long_put,Ticker_itm_Pe_Long_put,Pe_Short_Strike_put,Pe_otm_Long_Strike_put,Pe_itm_Long_Strike_put,Pe_Short_En_Price_put,Pe_Short_Ex_Price_put,Pe_otm_Long_En_Price_put,Pe_otm_Long_Ex_Price_put,Pe_itm_Long_En_Price_put,Pe_itm_Long_Ex_Price_put,Pe_Exit Time_put,Pe_Exit_Reason_put,Pe_Stop_Loss_put,Pe_Total_Premium_Received_put,Pe_Target_put,Pe_Max_Profit_put,Pe_Max_Loss_put,Pe_Total_PnL_put,Pe_ATM_Delta_Entry_put,Pe_ITM_Delta_Entry_put,Pe_OTM_Delta_Entry_put,Pe_ATM_Delta_Exit_put,Pe_ITM_Delta_Exit_put,Pe_OTM_Delta_Exit_put,TotalM2M,Cumulative_PnL,Drawdown
8/9/2019,8/14/2019,8/9/2019 0:00,CE,100000,9:30,8/9/2019 0:00,8/9/2019 15:15,28400,BANKNIFTY,BANKNIFTY,BANKNIFTY,28400,27800,29000,259.5,244.95,638.25,671,74.75,54.5,15:15:00,End of Day,-6701.625,-2910,2499.75,8332.5,-9573.75,624,0.518744768,0.170662456,0.856987132,0.518744768,0.170662456,0.856987132,BANKNIFTY,BANKNIFTY,BANKNIFTY,8/9/2019 0:00,8/9/2019 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,28400,27800,29000,279,196.35,77.8,52.3,678.75,599.25,15:15:00,End of Day,-7116.9,-2978.25,2515.275,8384.25,-10167,904.5,-0.481255232,-0.829337544,-0.143012868,-0.481255232,-0.829337544,-0.143012868,1528.5,8403.75,0
7/8/2020,7/9/2020,7/8/2020 0:00,CE,100000,9:30,7/8/2020 0:00,7/8/2020 15:15,22800,BANKNIFTY,BANKNIFTY,BANKNIFTY,22800,22300,23300,256.2,120.4,571.65,413.7,73.85,18.8,15:15:00,End of Day,-6002.325,-1996.5,2315.7,7719,-8574.75,879,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,7/8/2020 0:00,7/8/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,22800,22300,23300,301.9,308.1,120.75,97.05,621,700.75,15:15:00,End of Day,-6517.875,-2069.25,2718.225,9060.75,-9311.25,654.75,,-1,0,,-1,0,1533.75,14619,-6070.5
12/5/2018,12/6/2018,12/5/2018 0:00,CE,100000,9:30,12/5/2018 0:00,12/5/2018 15:15,26500,BANKNIFTY,BANKNIFTY,BANKNIFTY,26500,26000,27000,162.3,128,554.1,550,19.05,7.25,15:15:00,End of Day,-5818.05,-3728.25,1302.975,4343.25,-8311.5,790.5,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,12/5/2018 0:00,12/5/2018 14:53,BANKNIFTY,BANKNIFTY,BANKNIFTY,26500,26000,27000,113,109.2,15.4,9.55,451,498.95,14:53:00,Target,-5411.7,-3606,727.2,2424,-7731,745.5,,-1,0,,-1,0,1536,-3211.5,-5962.5
2/23/2021,2/25/2021,2/23/2021 0:00,CE,100000,9:30,2/23/2021 0:00,2/23/2021 15:15,35400,BANKNIFTY,BANKNIFTY,BANKNIFTY,35400,34700,36100,405.85,216.9,828.1,611.95,151.3,56.45,15:15:00,End of Day,-8695.05,-2515.5,3757.05,12523.5,-12421.5,1003.5,0.509374972,0.032375383,0.97327931,0.509374972,0.032375383,0.97327931,BANKNIFTY,BANKNIFTY,BANKNIFTY,2/23/2021 0:00,2/23/2021 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,35400,34700,36100,399.15,449,154.65,145.15,841.8,987.7,15:15:00,End of Day,-8973.825,-2972.25,3534.525,11781.75,-12819.75,550.5,-0.490625028,-0.967624617,-0.02672069,-0.490625028,-0.967624617,-0.02672069,1554,80561.25,0
9/21/2021,9/23/2021,9/21/2021 0:00,CE,100000,9:30,9/21/2021 0:00,9/21/2021 15:15,37200,BANKNIFTY,BANKNIFTY,BANKNIFTY,37200,36500,37900,309.9,271.7,786.15,788.3,90.9,61,15:15:00,End of Day,-8254.575,-3858.75,2810.475,9368.25,-11792.25,729.75,0.509374972,0.039432805,0.966979105,0.509374972,0.039432805,0.966979105,BANKNIFTY,BANKNIFTY,BANKNIFTY,9/21/2021 0:00,9/21/2021 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,37200,36500,37900,333,236.6,105,56.15,813.65,726.35,15:15:00,End of Day,-8452.5,-3789.75,3035.925,10119.75,-12075,849.75,-0.490625028,-0.960567195,-0.033020895,-0.490625028,-0.960567195,-0.033020895,1579.5,89069.25,-40093.5
9/12/2019,9/12/2019,9/12/2019 0:00,CE,100000,9:30,9/12/2019 0:00,9/12/2019 12:25,27900,BANKNIFTY,BANKNIFTY,BANKNIFTY,27900,27300,28500,101.65,79,615.15,627.3,0.8,0.65,12:25:00,Target,-6459.075,-6189.75,850.275,2834.25,-9227.25,859.5,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,9/12/2019 0:00,9/12/2019 12:41,BANKNIFTY,BANKNIFTY,BANKNIFTY,27900,27300,28500,85.55,40.5,1.55,0.6,588.85,549,12:41:00,Target,-6316.275,-6289.5,712.8,2376,-9023.25,739.5,,,,,,,1599,14096.25,0
8/27/2020,8/27/2020,8/27/2020 0:00,CE,100000,9:30,8/27/2020 0:00,8/27/2020 12:53,23600,BANKNIFTY,BANKNIFTY,BANKNIFTY,23600,23100,24100,120.85,104.55,540.5,570.25,2.55,2.9,12:53:00,Target,-5675.25,-4520.25,916.875,3056.25,-8107.5,940.5,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,8/27/2020 0:00,8/27/2020 11:53,BANKNIFTY,BANKNIFTY,BANKNIFTY,23600,23100,24100,84.4,68.5,7.3,5,474.95,489.95,11:53:00,Target,-5326.65,-4701.75,614.025,2046.75,-7609.5,667.5,,,,,,,1608,33775.5,0
6/22/2022,6/23/2022,6/22/2022 0:00,CE,100000,9:30,6/22/2022 0:00,6/22/2022 15:15,32800,BANKNIFTY,BANKNIFTY,BANKNIFTY,32800,32100,33500,244.7,203.6,781.25,770.95,33.85,17.25,15:15:00,End of Day,-8203.125,-4885.5,1989,6630,-11718.75,829.5,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,6/22/2022 0:00,6/22/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,32800,32100,33500,208.6,166.55,43.8,29.25,695.55,681.15,15:15:00,End of Day,-7809.9,-4832.25,1660.275,5534.25,-11157,827.25,,-1,0,,-1,0,1656.75,127119,-12895.5
7/5/2018,7/5/2018,7/5/2018 0:00,CE,100000,9:30,7/5/2018 0:00,7/5/2018 13:21,26500,BANKNIFTY,BANKNIFTY,BANKNIFTY,26500,26000,27000,54.4,55.25,459.95,520,0.25,0.15,13:21:00,Target,-4829.475,-5271,670.95,2236.5,-6899.25,873.75,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,7/5/2018 0:00,7/5/2018 14:48,BANKNIFTY,BANKNIFTY,BANKNIFTY,26500,26000,27000,79.25,10.7,1.2,0.05,518.85,437.1,14:48:00,Target,-5262.6,-5423.25,792.675,2642.25,-7518,813,,,,,,,1686.75,-1447.5,-4198.5
9/10/2020,9/10/2020,9/10/2020 0:00,CE,100000,9:30,9/10/2020 0:00,9/10/2020 12:54,22500,BANKNIFTY,BANKNIFTY,BANKNIFTY,22500,22000,23000,92.75,79.3,506,538.6,3.15,1.25,12:54:00,Target,-5313,-4854.75,821.925,2739.75,-7590,864,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,9/10/2020 0:00,9/10/2020 12:54,BANKNIFTY,BANKNIFTY,BANKNIFTY,22500,22000,23000,93.25,44.2,5,1.9,505,466.25,12:54:00,Target,-5302.5,-4852.5,839.25,2797.5,-7575,843.75,,,,,,,1707.75,40209,0
5/16/2019,5/16/2019,5/16/2019 0:00,CE,100000,9:30,5/16/2019 0:00,5/16/2019 14:14,28600,BANKNIFTY,BANKNIFTY,BANKNIFTY,28600,28000,29200,94.9,148,597.2,765,1.6,0.55,14:14:00,Target,-6270.6,-6135,873.9,2913,-8958,908.25,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,5/16/2019 0:00,5/16/2019 14:05,BANKNIFTY,BANKNIFTY,BANKNIFTY,28600,28000,29200,91.35,48.15,1.45,0.3,584.55,553.3,14:05:00,Target,-6315.225,-6049.5,746.1,2487,-9021.75,810,,,,,,,1718.25,3214.5,-12.75
7/15/2021,7/15/2021,7/15/2021 0:00,CE,100000,9:30,7/15/2021 0:00,7/15/2021 14:58,35700,BANKNIFTY,BANKNIFTY,BANKNIFTY,35700,35000,36400,117.95,132.35,733,831.15,4.05,0.6,14:58:00,Target,-7696.5,-7517.25,931.275,3104.25,-10995,988.5,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,7/15/2021 0:00,7/15/2021 14:58,BANKNIFTY,BANKNIFTY,BANKNIFTY,35700,35000,36400,89.65,3.9,6.4,0.6,679.05,563,14:58:00,Target,-7417.2,-7592.25,683.775,2279.25,-10596,744.75,,,,,,,1733.25,119852.25,0
5/11/2022,5/12/2022,5/11/2022 0:00,CE,100000,9:30,5/11/2022 0:00,5/11/2022 15:15,34700,BANKNIFTY,BANKNIFTY,BANKNIFTY,34700,34000,35400,232.6,176.8,738.65,703.4,30.15,14,15:15:00,End of Day,-7755.825,-4554,2055.15,6850.5,-11079.75,903,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,5/11/2022 0:00,5/11/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,34700,34000,35400,246.05,209.15,54.7,37.45,746.85,746.05,15:15:00,End of Day,-7924.35,-4641.75,2179.125,7263.75,-11320.5,836.25,,-1,0,,-1,0,1739.25,128503.5,-753.75
9/7/2022,9/8/2022,9/7/2022 0:00,CE,100000,9:30,9/7/2022 0:00,9/7/2022 15:15,39400,BANKNIFTY,BANKNIFTY,BANKNIFTY,39400,38600,40200,308.25,257.2,886.1,880.85,57.95,24.35,15:15:00,End of Day,-9304.05,-4913.25,2647.575,8825.25,-13291.5,948.75,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,9/7/2022 0:00,9/7/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,39400,38600,40200,269.8,198.55,49.1,17.4,821.8,764.4,15:15:00,End of Day,-8915.55,-4969.5,2305.35,7684.5,-12736.5,801,,-1,0,,-1,0,1749.75,150348,0
5/26/2021,5/27/2021,5/26/2021 0:00,CE,100000,9:30,5/26/2021 0:00,5/26/2021 15:15,34600,BANKNIFTY,BANKNIFTY,BANKNIFTY,34600,33900,35300,267.9,274.05,758.6,850,56.55,39.45,15:15:00,End of Day,-7965.3,-4190.25,2401.875,8006.25,-11379,930,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,5/26/2021 0:00,5/26/2021 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,34600,33900,35300,271.55,151.6,61.5,23.85,762.15,615,15:15:00,End of Day,-7995.75,-4208.25,2446.875,8156.25,-11422.5,826.5,,-1,0,,-1,0,1756.5,104898.75,0
9/5/2019,9/5/2019,9/5/2019 0:00,CE,100000,9:30,9/5/2019 0:00,9/5/2019 14:44,27100,BANKNIFTY,BANKNIFTY,BANKNIFTY,27100,26600,27600,163.45,12.25,580,367.25,11.35,0.35,14:44:00,Target,-6090,-3966.75,1162.125,3873.75,-8700,1179.75,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,9/5/2019 0:00,9/5/2019 14:19,BANKNIFTY,BANKNIFTY,BANKNIFTY,27100,26600,27600,89.8,177.9,7.1,5.9,445.85,662.1,14:19:00,Target,-5324.55,-4100.25,532.575,1775.25,-7606.5,582.75,,,,,,,1762.5,12859.5,0
7/29/2021,7/29/2021,7/29/2021 0:00,CE,100000,9:30,7/29/2021 0:00,7/29/2021 13:07,34600,BANKNIFTY,BANKNIFTY,BANKNIFTY,34600,33900,35300,154.05,111.65,772.35,766.3,7.7,3.2,13:07:00,Target,-8109.675,-7079.25,1095.525,3651.75,-11585.25,1113.75,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,7/29/2021 0:00,7/29/2021 12:31,BANKNIFTY,BANKNIFTY,BANKNIFTY,34600,33900,35300,96.1,92.05,8.5,4.75,657.25,696.5,12:31:00,Target,-7439.25,-7103.25,634.275,2114.25,-10627.5,654,,,,,,,1767.75,124905.75,0
12/30/2020,12/31/2020,12/30/2020 0:00,CE,100000,9:30,12/30/2020 0:00,12/30/2020 15:15,31200,BANKNIFTY,BANKNIFTY,BANKNIFTY,31200,30600,31800,277.8,260.15,709,753.3,60.7,33.8,15:15:00,End of Day,-7444.5,-3211.5,2282.85,7609.5,-10635,790.5,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,12/30/2020 0:00,12/30/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,31200,30600,31800,243.55,122.75,67.25,19.3,623.85,497.2,15:15:00,End of Day,-7006.125,-3060,1996.65,6655.5,-10008.75,1005,,-1,0,,-1,0,1795.5,72666,0
10/21/2020,10/22/2020,10/21/2020 0:00,CE,100000,9:30,10/21/2020 0:00,10/21/2020 15:15,24700,BANKNIFTY,BANKNIFTY,BANKNIFTY,24700,24200,25200,275,176.8,616,529.25,82.3,37.35,15:15:00,End of Day,-6468,-2224.5,2323.35,7744.5,-9240,970.5,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,10/21/2020 0:00,10/21/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,24700,24200,25200,236,190.85,80.75,44.5,551.2,552.75,15:15:00,End of Day,-6097.875,-2399.25,1991.025,6636.75,-8711.25,834,,-1,0,,-1,0,1804.5,37673.25,-4947.75
7/28/2021,7/29/2021,7/28/2021 0:00,CE,100000,9:30,7/28/2021 0:00,7/28/2021 15:15,34600,BANKNIFTY,BANKNIFTY,BANKNIFTY,34600,33900,35300,229.9,126.05,775.45,655,34.65,10.4,15:15:00,End of Day,-8142.225,-5254.5,1885.5,6285,-11631.75,945,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,7/28/2021 0:00,7/28/2021 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,34600,33900,35300,178.45,189.15,24.75,17.4,689.4,775.5,15:15:00,End of Day,-7609.875,-5358.75,1446.975,4823.25,-10871.25,860.25,,-1,0,,-1,0,1805.25,123138,0
9/17/2020,9/17/2020,9/17/2020 0:00,CE,100000,9:30,9/17/2020 0:00,9/17/2020 13:42,22300,BANKNIFTY,BANKNIFTY,BANKNIFTY,22300,21900,22700,134.6,86.3,454.2,441.1,16.2,3.35,13:42:00,Target,-4769.1,-3018,1040.4,3468,-6813,1059.75,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,9/17/2020 0:00,9/17/2020 13:14,BANKNIFTY,BANKNIFTY,BANKNIFTY,22300,21900,22700,90.05,56.55,7.75,4.05,372.75,360,13:14:00,Target,-4281.375,-3006,652.95,2176.5,-6116.25,758.25,,,,,,,1818,40659,0
2/20/2020,2/20/2020,2/20/2020 0:00,CE,100000,9:30,2/20/2020 0:00,2/20/2020 13:19,30900,BANKNIFTY,BANKNIFTY,BANKNIFTY,30900,30300,31500,91.55,96.8,604.65,676.85,1.35,0.45,13:19:00,Target,-6348.825,-6343.5,809.1,2697,-9069.75,912,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,2/20/2020 0:00,2/20/2020 13:19,BANKNIFTY,BANKNIFTY,BANKNIFTY,30900,30300,31500,86.7,20.7,1.4,0.35,597,526.7,13:19:00,Target,-6314.7,-6375,760.5,2535,-9021,909.75,,,,,,,1821.75,8935.5,-6471
11/11/2021,11/11/2021,11/11/2021 0:00,CE,100000,9:30,11/11/2021 0:00,11/11/2021 15:15,38800,BANKNIFTY,BANKNIFTY,BANKNIFTY,38800,38000,39600,157,0.6,792.45,548.45,13.25,0.25,15:15:00,End of Day,-8320.725,-7375.5,1506.6,5022,-11886.75,837,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,11/11/2021 0:00,11/11/2021 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,38800,38000,39600,181.05,251.9,13.25,0.25,827.1,1048.75,15:15:00,End of Day,-8539.125,-7173.75,1691.775,5639.25,-12198.75,1004.25,,,,,,,1841.25,87938.25,-41224.5
1/3/2019,1/3/2019,1/3/2019 0:00,CE,100000,9:30,1/3/2019 0:00,1/3/2019 13:10,27100,BANKNIFTY,BANKNIFTY,BANKNIFTY,27100,26600,27600,78.95,39.9,476.95,462.7,1,0.15,13:10:00,Target,-5007.975,-4800.75,818.775,2729.25,-7154.25,945,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,1/3/2019 0:00,1/3/2019 13:00,BANKNIFTY,BANKNIFTY,BANKNIFTY,27100,26600,27600,94.25,97.6,0.95,0.45,502.85,570,13:00:00,Target,-5259.975,-4729.5,856.8,2856,-7514.25,899.25,,,,,,,1844.25,-2070.75,-4821.75
12/12/2019,12/12/2019,12/12/2019 0:00,CE,100000,9:30,12/12/2019 0:00,12/12/2019 12:16,31400,BANKNIFTY,BANKNIFTY,BANKNIFTY,31400,30800,32000,101.9,87.5,601.2,635.05,1.65,0.85,12:16:00,Target,-6312.6,-5985.75,919.125,3063.75,-9018,927.75,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,12/12/2019 0:00,12/12/2019 12:14,BANKNIFTY,BANKNIFTY,BANKNIFTY,31400,30800,32000,102.05,54.15,2,0.8,600,566.75,12:14:00,Target,-6321,-5968.5,909.45,3031.5,-9030,920.25,,,,,,,1848,4696.5,-10710
1/21/2021,1/21/2021,1/21/2021 0:00,CE,100000,9:30,1/21/2021 0:00,1/21/2021 13:09,32700,BANKNIFTY,BANKNIFTY,BANKNIFTY,32700,32000,33400,102.05,103.5,704.5,769.45,2.15,1.3,13:09:00,Target,-7397.25,-7538.25,907.875,3026.25,-10567.5,918,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,1/21/2021 0:00,1/21/2021 13:00,BANKNIFTY,BANKNIFTY,BANKNIFTY,32700,32000,33400,102.6,35.95,5.35,2.1,701.05,635.55,13:00:00,Target,-7406.175,-7518,904.05,3013.5,-10580.25,968.25,,,,,,,1886.25,77893.5,0
11/8/2021,11/11/2021,11/8/2021 0:00,CE,100000,9:30,11/8/2021 0:00,11/8/2021 15:15,39300,BANKNIFTY,BANKNIFTY,BANKNIFTY,39300,38500,40100,406.75,443.75,934,1076.9,125.05,113.15,15:15:00,End of Day,-9807,-3683.25,3620.475,12068.25,-14010,855,0.513256993,0.092098352,0.922546663,0.513256993,0.092098352,0.922546663,BANKNIFTY,BANKNIFTY,BANKNIFTY,11/8/2021 0:00,11/8/2021 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,39300,38500,40100,423.5,211.3,154,44.3,927.05,681.45,15:15:00,End of Day,-10017,-3510.75,3690.225,12300.75,-14310,1036.5,-0.486743007,-0.907901648,-0.077453337,-0.486743007,-0.907901648,-0.077453337,1891.5,86097,-43065.75
9/3/2020,9/3/2020,9/3/2020 0:00,CE,100000,9:30,9/3/2020 0:00,9/3/2020 13:01,23800,BANKNIFTY,BANKNIFTY,BANKNIFTY,23800,23300,24300,143.4,52.3,556.65,462,10.6,3.4,13:01:00,Target,-5844.825,-4206.75,1083.375,3611.25,-8349.75,1205.25,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,9/3/2020 0:00,9/3/2020 12:43,BANKNIFTY,BANKNIFTY,BANKNIFTY,23800,23300,24300,90.65,131,6.25,4.8,461.6,590.25,12:43:00,Target,-5315.625,-4298.25,614.925,2049.75,-7593.75,697.5,,,,,,,1902.75,37029.75,0
7/1/2021,7/1/2021,7/1/2021 0:00,CE,100000,9:30,7/1/2021 0:00,7/1/2021 14:02,34700,BANKNIFTY,BANKNIFTY,BANKNIFTY,34700,34000,35400,131.85,101.45,750,776.55,6.75,1.45,14:02:00,Target,-7875,-7395.75,992.025,3306.75,-11250,1230.75,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,7/1/2021 0:00,7/1/2021 11:41,BANKNIFTY,BANKNIFTY,BANKNIFTY,34700,34000,35400,93.2,72.7,4.9,4.05,665.25,670,11:41:00,Target,-7401.45,-7256.25,660.375,2201.25,-10573.5,673.5,,,,,,,1904.25,117374.25,0
7/22/2021,7/22/2021,7/22/2021 0:00,CE,100000,9:30,7/22/2021 0:00,7/22/2021 12:47,34800,BANKNIFTY,BANKNIFTY,BANKNIFTY,34800,34100,35500,127.35,105.35,735.5,767.75,8.75,5.85,12:47:00,Target,-7722.75,-7343.25,1025.775,3419.25,-11032.5,1100.25,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,7/22/2021 0:00,7/22/2021 12:45,BANKNIFTY,BANKNIFTY,BANKNIFTY,34800,34100,35500,97.95,49.35,6.75,4.85,679,638.7,12:45:00,Target,-7420.875,-7347.75,756.675,2522.25,-10601.25,825,,,,,,,1925.25,121815,0
1/14/2021,1/14/2021,1/14/2021 0:00,CE,100000,9:30,1/14/2021 0:00,1/14/2021 12:26,32600,BANKNIFTY,BANKNIFTY,BANKNIFTY,32600,31900,33300,126.9,87.25,732,724.15,3.25,2,12:26:00,Target,-7686,-7221.75,1012.725,3375.75,-10980,1053,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,1/14/2021 0:00,1/14/2021 11:03,BANKNIFTY,BANKNIFTY,BANKNIFTY,32600,31900,33300,107.9,117.05,8.4,5.2,679.5,759.25,11:03:00,Target,-7438.2,-7081.5,841.05,2803.5,-10626,873.75,,,,,,,1926.75,76301.25,0
4/21/2022,4/21/2022,4/21/2022 0:00,CE,100000,9:30,4/21/2022 0:00,4/21/2022 13:24,36500,BANKNIFTY,BANKNIFTY,BANKNIFTY,36500,35800,37200,160.55,121.3,765.55,775,8.95,2.85,13:24:00,Target,-8038.275,-6801,1190.25,3967.5,-11483.25,1227.75,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,4/21/2022 0:00,4/21/2022 11:49,BANKNIFTY,BANKNIFTY,BANKNIFTY,36500,35800,37200,103.35,76.55,6.9,6.2,651.45,646.75,11:49:00,Target,-7422.45,-6774.75,680.625,2268.75,-10603.5,723,,,,,,,1950.75,127296,-1887.75
4/27/2022,4/28/2022,4/27/2022 0:00,CE,100000,9:30,4/27/2022 0:00,4/27/2022 15:15,36100,BANKNIFTY,BANKNIFTY,BANKNIFTY,36100,35400,36800,269.1,188.7,790.1,713.15,46.35,22.3,15:15:00,End of Day,-8296.05,-4473.75,2225.025,7416.75,-11851.5,897,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,4/27/2022 0:00,4/27/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,36100,35400,36800,225.7,201.95,42.25,28.45,700.65,737.2,15:15:00,End of Day,-7793.625,-4372.5,1844.1,6147,-11133.75,1053.75,,-1,0,,-1,0,1950.75,129257.25,0
9/26/2018,9/27/2018,9/26/2018 0:00,CE,100000,9:30,9/26/2018 0:00,9/26/2018 15:15,25400,BANKNIFTY,BANKNIFTY,BANKNIFTY,25400,24900,25900,200.05,133.75,558,508.65,41,11.1,15:15:00,End of Day,-5859,-2983.5,1723.95,5746.5,-8370,800.25,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,9/26/2018 0:00,9/26/2018 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,25400,24900,25900,213.6,136.65,65.95,19.6,536,505.4,15:15:00,End of Day,-5942.475,-2621.25,1787.625,5958.75,-8489.25,1154.25,,-1,0,,-1,0,1954.5,2101.5,-649.5
2/8/2022,2/10/2022,2/8/2022 0:00,CE,100000,9:30,2/8/2022 0:00,2/8/2022 15:15,37900,BANKNIFTY,BANKNIFTY,BANKNIFTY,37900,37100,38700,401.05,400.05,924.35,1026.9,115.15,95.3,15:15:00,End of Day,-9705.675,-3561,3568.05,11893.5,-13865.25,1270.5,0.509374972,0.024312323,0.980369594,0.509374972,0.024312323,0.980369594,BANKNIFTY,BANKNIFTY,BANKNIFTY,2/8/2022 0:00,2/8/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,37900,37100,38700,344.3,211.5,102.2,39.35,860.7,705,15:15:00,End of Day,-9473.1,-4114.5,2911.95,9706.5,-13533,705.75,-0.490625028,-0.975687677,-0.019630406,-0.490625028,-0.975687677,-0.019630406,1976.25,120564,-8598.75
7/20/2022,7/21/2022,7/20/2022 0:00,CE,100000,9:30,7/20/2022 0:00,7/20/2022 15:15,36000,BANKNIFTY,BANKNIFTY,BANKNIFTY,36000,35300,36700,185.65,123.25,706.1,651,20.65,9.4,15:15:00,End of Day,-7414.05,-5331.75,1736.325,5787.75,-10591.5,876.75,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,7/20/2022 0:00,7/20/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,36000,35300,36700,217.4,192.05,37.45,24.9,749.4,784.55,15:15:00,End of Day,-7743.225,-5280.75,2010.375,6701.25,-11061.75,1099.5,,-1,0,,-1,0,1976.25,136285.5,-3729
3/27/2018,3/28/2018,3/27/2018 0:00,CE,100000,9:30,3/27/2018 0:00,3/27/2018 15:15,24400,BANKNIFTY,BANKNIFTY,BANKNIFTY,24400,23900,24900,171.85,94,555.65,488.55,20.85,5.65,15:15:00,End of Day,-5834.325,-3492,1390.05,4633.5,-8334.75,1101,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,3/27/2018 0:00,3/27/2018 13:23,BANKNIFTY,BANKNIFTY,BANKNIFTY,24400,23900,24900,107.8,138,11.5,17.95,434.85,548,13:23:00,Target,-5370.75,-3461.25,625.275,2084.25,-7672.5,888,,-1,0,,-1,0,1989,145.5,-2605.5
6/9/2022,6/9/2022,6/9/2022 0:00,CE,100000,9:30,6/9/2022 0:00,6/9/2022 13:37,34700,BANKNIFTY,BANKNIFTY,BANKNIFTY,34700,34000,35400,147.95,126.1,754.25,797.15,9.7,1.8,13:37:00,Target,-7919.625,-7020.75,1131.075,3770.25,-11313.75,1180.5,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,6/9/2022 0:00,6/9/2022 13:04,BANKNIFTY,BANKNIFTY,BANKNIFTY,34700,34000,35400,99.45,48.1,4.2,2.25,662.25,616.3,13:04:00,Target,-7394.1,-7013.25,706.275,2354.25,-10563,822,,,,,,,2002.5,139568.25,0
