,CumReturns,Date,Daily Brokerage,Final Balance
1175,1684.9999999999995,2023-09-04,140,666330.0
1176,870.0000000000002,2023-09-05,140,667060.0
1177,930.0,2023-09-06,140,667850.0
1178,-1977.4999999999995,2023-09-07,80,665792.5
1179,-14.9999999999999,2023-09-08,80,665697.5
1180,539.9999999999998,2023-09-11,80,666157.5
1181,774.9999999999997,2023-09-12,80,666852.5
1182,1514.999999999999,2023-09-13,220,668147.5
1183,684.9999999999999,2023-09-14,80,668752.5
1184,352.50000000000045,2023-09-15,80,669025.0
1185,2265.0,2023-09-18,140,671150.0
1186,129.99999999999952,2023-09-20,80,671200.0
1187,217.5000000000004,2023-09-21,80,671337.5
1188,2357.5000000000005,2023-09-22,140,673555.0
1189,730.0,2023-09-25,80,674205.0
1190,592.5000000000005,2023-09-26,220,674577.5
1191,2647.500000000001,2023-09-27,140,677085.0
1192,-695.0000000000002,2023-09-28,220,676170.0
1193,292.50000000000045,2023-09-29,220,676242.5
1194,764.9999999999999,2023-10-03,80,676927.5
1195,362.5000000000002,2023-10-04,80,677210.0
1196,5250.0,2023-10-05,220,682240.0
1197,167.4999999999999,2023-10-06,80,682327.5
1198,210.00000000000065,2023-10-09,140,682397.5
1199,402.49999999999926,2023-10-10,220,682580.0
1200,379.99999999999966,2023-10-11,140,682820.0
1201,3245.0,2023-10-12,140,685925.0
1202,62.50000000000006,2023-10-13,80,685907.5
1203,82.49999999999974,2023-10-16,80,685910.0
1204,-2832.500000000001,2023-10-17,140,682937.5
1205,1635.0000000000002,2023-10-18,220,684352.5
1206,1414.9999999999995,2023-10-19,80,685687.5
1207,399.99999999999983,2023-10-20,140,685947.5
1208,-3807.5,2023-10-23,80,682060.0
1209,-2457.5,2023-10-25,80,679522.5
1210,-1232.4999999999995,2023-10-26,80,678210.0
1211,457.5000000000013,2023-10-27,80,678587.5
1212,-2777.5000000000005,2023-10-30,80,675730.0
1213,1264.999999999999,2023-10-31,140,676855.0
1214,247.49999999999977,2023-11-01,80,677022.5
1215,2824.9999999999995,2023-11-02,140,679707.5
1216,-835.0000000000003,2023-11-03,140,678732.5
1217,122.49999999999898,2023-11-06,220,678635.0
1218,712.5000000000002,2023-11-07,140,679207.5
1219,782.4999999999995,2023-11-08,140,679850.0
1220,2949.9999999999995,2023-11-09,220,682580.0
1221,-140.0000000000005,2023-11-10,140,682300.0
1222,410.0000000000001,2023-11-13,80,682630.0
1223,142.4999999999996,2023-11-15,80,682692.5
1224,320.0000000000009,2023-11-16,80,682932.5
1225,74.99999999999947,2023-11-17,80,682927.5
1226,2839.9999999999995,2023-11-20,140,685627.5
1227,1955.0,2023-11-21,220,687362.5
1228,194.99999999999972,2023-11-22,220,687337.5
1229,-99.99999999999991,2023-11-23,80,687157.5
1230,565.0000000000003,2023-11-24,80,687642.5
1231,1009.9999999999987,2023-11-28,220,688432.5
1232,-1947.4999999999995,2023-11-29,80,686405.0
1233,-52.50000000000048,2023-11-30,140,686212.5
1234,-152.5000000000009,2023-12-01,80,685980.0
1235,-1829.9999999999995,2023-12-04,80,684070.0
1236,1655.0000000000011,2023-12-05,220,685505.0
1237,1700.0000000000005,2023-12-06,140,687065.0
1238,2627.5,2023-12-07,140,689552.5
1239,-197.50000000000136,2023-12-08,140,689215.0
1240,1042.4999999999995,2023-12-11,140,690117.5
1241,1312.5000000000011,2023-12-12,220,691210.0
1242,639.9999999999997,2023-12-13,80,691770.0
1243,1975.0000000000005,2023-12-14,80,693665.0
1244,-3042.500000000001,2023-12-15,80,690542.5
1245,489.9999999999997,2023-12-18,80,690952.5
1246,262.49999999999955,2023-12-19,140,691075.0
1247,3342.5000000000023,2023-12-20,220,694197.5
1248,-1482.5000000000002,2023-12-21,80,692635.0
1249,1929.9999999999984,2023-12-22,140,694425.0
1250,64.99999999999945,2023-12-26,80,694410.0
1251,-1102.500000000001,2023-12-27,80,693227.5
1252,2322.4999999999995,2023-12-28,80,695470.0
1253,-639.9999999999995,2023-12-29,140,694690.0
